,round,start_seconds,end_seconds,round_duration,ct_eq_val,t_eq_val,is_bomb_planted,bomb_site,past_halftime,de_overpass,de_cache,de_mirage,de_inferno,de_train,de_dust2,de_cbble,de_nuke,PISTOL_ROUND,ECO,SEMI_ECO,NORMAL,FORCE_BUY,t_lethal_nades_eff,ct_lethal_nades_eff,t_util_nades_eff,ct_util_nades_eff,winner_side_class,terrorist_win,counterterrorist_win
357,10,904.5433,996.5385,91.99519999999997,7400,25650,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,1,4,1,-1,1,0
358,11,996.5385,1067.447,70.90849999999989,8850,25750,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,4,3,1,1,0
359,12,1067.447,1164.745,97.29799999999999,28400,23600,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,5,6,4,-1,0,1
360,13,1164.745,1224.156,59.411000000000065,5600,26750,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,2,2,1,1,0
361,14,1224.156,1297.599,73.44299999999998,31550,12350,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,3,5,5,-1,0,1
362,15,1297.599,1353.6470000000004,56.04800000000046,12650,27550,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,-1,1,0
363,16,1388.828,1453.339,64.51099999999997,4300,2950,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,1,0
364,17,1453.339,1504.491,51.15200000000005,7800,16750,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,4,2,-1,1,0
365,18,1504.491,1541.2979999999998,36.80699999999979,1400,16950,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,2,-1,1,0
366,19,1541.2979999999998,1607.154,65.85600000000022,22000,25100,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,2,5,5,1,1,0
367,20,1607.154,1717.185,110.03099999999996,21650,21750,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,5,3,4,1,0,1
368,21,1717.185,1859.941,142.75600000000009,29300,13350,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,6,5,7,-1,0,1
369,22,1859.941,2007.797,147.856,14700,20800,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,4,4,-1,1,0
370,23,2007.797,2160.908,153.11099999999988,13900,16000,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,9,1,5,5,1,1,0
371,24,2160.908,2269.36,108.45200000000023,27450,21900,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,5,8,4,-1,0,1
372,25,2269.36,2336.498,67.13799999999992,6550,18000,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,6,2,0,3,-1,1,0
373,26,2336.498,2432.655,96.15700000000015,1400,23800,1,-1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,5,1,-1,1,0
374,27,2432.655,2569.06,136.40499999999977,24600,25950,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,3,8,4,-1,1,0
375,28,2569.06,2644.426,75.36599999999999,8650,27550,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,4,2,-1,1,0
376,29,2644.426,2792.829,148.40300000000025,29100,27650,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,5,10,4,-1,1,0
377,30,2792.829,2893.725,100.89599999999972,15850,29200,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,2,2,1,1,0
378,1,132.0553,197.0972,65.0419,3150,3500,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0
379,2,197.0972,293.4944,96.3972,12450,5300,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,-1,0,1
380,3,293.4944,384.9786,91.4842,5150,22350,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,1,9,3,1,1,0
381,4,384.9786,448.1742,63.195600000000006,27050,1550,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,5,1,0,1
382,5,448.1742,564.2233,116.0491,31400,17450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5,6,5,1,0,1
383,6,564.2233,607.7514,43.5281,30350,3750,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,1,0,1
384,7,607.7514,703.6636,95.91219999999998,30750,24400,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,8,3,-1,0,1
385,8,703.6636,815.8167,112.1531,20150,23600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,8,2,1,1,0
386,9,815.8167,882.6110000000001,66.79430000000013,30150,1700,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,1
387,10,882.6110000000001,990.0858,107.47479999999985,31300,13000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,9,7,4,1,0,1
388,11,990.0858,1057.193,67.10720000000003,29900,17800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,4,2,1,0,1
389,12,1057.193,1153.3239999999996,96.13099999999963,32500,17400,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,7,7,4,-1,0,1
390,13,1153.3239999999996,1220.635,67.31100000000038,14500,18950,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,5,2,-1,1,0
391,14,1220.635,1309.835,89.20000000000003,2050,25250,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,9,1,-1,1,0
392,15,1309.835,1395.921,86.08600000000001,20250,29350,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,8,5,-1,1,0
393,16,1430.0929999999994,1509.013,78.92000000000053,4500,4400,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,3,1,1,1,0
394,17,1509.013,1612.279,103.26600000000008,18850,5600,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,1,8,1,0,1
395,18,1612.279,1670.1229999999994,57.84399999999937,20400,2050,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,2,5,1,0,1
396,19,1670.1229999999994,1753.8629999999994,83.74000000000002,28800,18800,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,7,6,5,-1,0,1
397,20,1753.8629999999994,1851.558,97.69500000000063,22500,20950,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,3,7,6,1,1,0
398,21,1851.558,1972.802,121.24400000000013,25250,11500,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,3,9,1,0,1
399,22,1972.802,2038.548,65.74599999999964,31250,3650,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9,2,7,1,0,1
400,23,2038.548,2259.302,220.75400000000042,33250,21050,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,29,6,15,1,0,1
401,24,2259.302,2360.472,101.17000000000007,32150,23550,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,7,6,9,-1,0,1
402,25,2360.472,2494.233,133.7609999999995,26850,26450,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,7,2,9,8,1,1,0
403,26,2494.233,2556.177,61.94400000000042,19700,13550,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,6,6,1,0,1
404,1,131.0799,187.6847,56.60479999999998,3000,4300,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,-1,0,0
405,2,187.6847,257.3004,69.61570000000003,5250,13250,1,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,-1,1,0
406,3,257.3004,315.3316,58.03119999999996,1700,14850,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-1,1,0
407,4,315.3316,379.6019,64.27030000000002,20800,25600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,1,1,0
408,5,379.6019,446.1451,66.54320000000001,29700,18900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,-1,0,1
409,6,446.1451,543.6006,97.45549999999996,11550,21100,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,3,-1,1,0
410,7,543.6006,622.8882,79.2876,20000,25000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,5,-1,1,0
411,8,622.8882,698.6643,75.77610000000004,2500,25750,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,-1,1,0
412,9,698.6643,781.9021,83.2378,22050,27050,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8,3,3,-1,1,0
413,10,781.9021,878.3701,96.46799999999996,11900,26200,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,4,2,3,-1,1,0
414,11,878.3701,958.2533,79.88319999999999,5350,29450,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,3,2,-1,1,0
415,12,958.2533,1046.742,88.4887,10000,24550,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,-1,1,0
416,13,1046.742,1127.362,80.62000000000012,25650,30350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,3,1,1,0
417,14,1127.362,1259.446,132.08400000000006,30100,23650,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,5,1,0,1
418,15,1259.446,1336.821,77.375,22700,28900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,4,-1,0,1
419,16,1370.9620000000002,1446.974,76.01199999999973,4300,4300,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,-1,1,0
420,17,1446.974,1513.281,66.30700000000002,7050,17100,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,2,1,1,0
421,18,1513.281,1574.04,60.75900000000002,21250,7700,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,1
422,19,1574.04,1658.344,84.3040000000001,22000,10100,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4,1,0,1
423,20,1658.344,1745.83,87.48599999999986,23750,9650,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,2,-1,0,1
424,21,1745.83,1808.721,62.891000000000076,13050,17250,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,4,1,-1,1,0
425,22,1808.721,1874.292,65.57100000000014,6000,21350,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,-1,1,0
426,23,1874.292,1955.837,81.54500000000007,14500,18850,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,3,-1,1,0
427,24,1955.837,2034.388,78.5509999999997,18300,25000,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,4,1,1,0
428,1,131.6071,202.8975,71.2904,3600,4350,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
429,2,202.8975,305.7943,102.8968,19350,8450,1,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,5,1,0,1
430,3,305.7943,443.3344,137.5401,11400,10500,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,5,2,1,0,1
431,4,443.3344,529.6687,86.33429999999994,26400,18150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,3,6,7,1,0,1
432,5,529.6687,614.328,84.65930000000003,28150,19400,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,6,-1,0,1
433,6,614.328,654.6069,40.27890000000002,2800,28350,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,3,0,-1,1,0
434,7,654.6069,709.1471,54.54020000000003,4450,28350,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,5,0,-1,1,0
435,8,709.1471,767.8983,58.75119999999993,28900,28750,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,9,1,-1,1,0
436,9,767.8983,819.4171,51.51880000000007,2800,28500,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,6,0,-1,1,0
437,10,819.4171,911.9193,92.50220000000002,23800,27950,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,7,2,-1,1,0
438,11,911.9193,993.5887,81.6694,17950,25400,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,13,3,-1,1,0
439,12,993.5887,1081.442,87.85329999999998,18400,25500,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,8,2,-1,1,0
440,13,1081.442,1146.094,64.65200000000004,4850,27550,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,3,0,1,1,0
441,14,1146.094,1279.799,133.70499999999993,29400,27900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,5,4,8,1,0,1
442,15,1279.799,1362.392,82.59300000000006,32150,17600,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,10,9,7,-1,0,1
443,16,1397.568,1467.277,69.70900000000006,4000,4250,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,1,0
444,17,1467.277,1554.879,87.60199999999986,7950,10750,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,3,1,-1,1,0
445,18,1554.879,1606.821,51.94200000000024,1900,17150,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,3,1,-1,1,0
446,19,1606.821,1690.823,84.00199999999974,20200,27950,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6,1,5,3,-1,1,0
447,20,1690.823,1798.839,108.01600000000008,4250,27550,1,-1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,4,2,-1,1,0
448,21,1798.839,1897.477,98.63800000000015,25850,28050,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,5,7,4,1,1,0
449,22,1897.477,1956.714,59.236999999999846,30150,24000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,9,3,1,0,1
450,23,1956.714,2029.883,73.16899999999987,29000,3900,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,4,7,1,0,1
451,24,2029.883,2138.65,108.76700000000028,29500,19600,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5,14,7,7,1,0,1
452,25,2138.65,2249.875,111.22499999999992,31700,17800,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,4,6,-1,0,1
453,26,2249.875,2319.741,69.86599999999999,9400,20400,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,5,1,1,0
454,27,2319.741,2380.934,61.19299999999976,25850,9300,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11,1,3,1,0,1
455,28,2380.934,2463.809,82.875,29550,9900,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,6,-1,0,1
456,29,2463.809,2545.65,81.84100000000035,6100,24400,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,6,3,-1,1,0
457,30,2545.65,2648.688,103.038,20600,25100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5,3,8,5,1,1,0
458,1,131.8831,184.9898,53.10669999999999,4400,4250,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0
459,2,184.9898,272.3227,87.3329,14450,7500,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,-1,0,1
460,3,272.3227,399.2158,126.8931,6650,20650,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,8,2,-1,1,0
461,4,399.2158,545.975,146.75920000000005,2600,20850,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,4,5,0,-1,1,0
462,5,545.975,640.8945,94.91949999999996,25900,20800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,9,4,1,1,0
463,6,640.8945,714.587,73.6925,23900,21800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,7,7,4,-1,0,1
464,7,714.587,803.1869,88.59990000000003,2700,23500,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,5,6,0,-1,1,0
465,8,803.1869,856.4814,53.29449999999997,6650,22850,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,5,2,-1,1,0
466,9,856.4814,967.9039,111.4225,26100,26350,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,10,4,1,1,0
467,10,967.9039,1030.427,62.52309999999989,24600,20200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,8,4,1,0,1
468,11,1030.427,1086.0839999999996,55.656999999999705,28900,8150,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,21,5,4,1,0,1
469,12,1086.0839999999996,1153.285,67.20100000000048,28450,8200,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,3,5,1,0,1
470,13,1153.285,1248.079,94.79399999999987,31100,22200,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,4,9,4,-1,0,1
471,14,1248.079,1336.398,88.31899999999996,24100,24400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,8,6,3,1,1,0
472,15,1336.398,1431.943,95.54500000000007,25400,10300,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,7,4,1,0,1
473,16,1466.091,1552.078,85.98699999999985,4250,4350,1,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,1
474,17,1552.078,1605.263,53.18499999999993,18200,1500,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,1
475,18,1605.263,1729.481,124.21800000000007,21700,21650,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,4,9,-1,0,1
476,19,1729.481,1860.817,131.336,16650,20500,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,6,8,1,1,0
477,20,1860.817,1940.501,79.68399999999997,28150,6150,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,5,1,0,1
478,21,1940.501,2038.877,98.3760000000002,27300,1200,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,5,1,0,1
479,22,2038.877,2130.074,91.19699999999986,29800,25400,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,7,2,8,1,0,1
480,23,2130.074,2196.836,66.76200000000017,29400,6200,1,-1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,1,5,1,0,1
481,24,2196.836,2332.067,135.23099999999977,31050,27450,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,10,3,7,-1,0,1
482,25,2332.067,2447.51,115.44300000000021,29200,22050,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,2,6,7,-1,1,0
483,26,2447.51,2575.185,127.67499999999971,7450,20400,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,6,1,3,3,-1,1,0
484,27,2575.185,2686.811,111.62599999999978,13550,26150,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,8,1,8,6,-1,1,0
485,28,2686.811,2819.179,132.3680000000004,24100,27250,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,3,5,6,-1,1,0
486,29,2819.179,2973.478,154.29899999999995,19550,27650,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,3,5,6,1,1,0
487,30,2973.478,3053.881,80.40299999999979,21700,20100,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,3,6,1,0,1
488,1,131.1275,238.2629,107.1354,3700,2900,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0
489,2,238.2629,294.2861,56.023199999999974,16650,1900,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,1,1,0,1
490,3,294.2861,419.439,125.15290000000005,20450,22000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,2,7,1,0,1
491,4,419.439,501.1434,81.70439999999995,30450,2400,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,2,1,0,1
492,5,501.1434,570.1479,69.00450000000006,32850,25850,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,8,8,1,0,1
493,6,570.1479,683.2892,113.1413,31550,19250,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6,6,5,-1,0,1
494,7,683.2892,807.535,124.24579999999992,26700,24850,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,3,8,1,1,0
495,8,807.535,883.4213,75.8863,25750,3000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,6,1,0,1
496,9,883.4213,952.6292,69.2079,29050,20100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,1,6,1,0,1
497,10,952.6292,1020.648,68.01880000000007,20800,2350,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,3,1,0,1
498,11,1020.648,1108.609,87.9609999999999,33200,25300,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,5,4,-1,0,1
499,12,1108.609,1182.165,73.55600000000005,5550,27700,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,6,0,-1,1,0
500,13,1182.165,1268.968,86.80300000000011,10950,30100,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,3,1,1,1,0
501,14,1268.968,1340.6470000000004,71.67900000000031,27650,24700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,8,4,1,0,1
502,15,1340.6470000000004,1482.8010000000006,142.15400000000022,27500,7500,1,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,5,6,1,0,1
503,16,1517.021,1595.6760000000006,78.65500000000065,4250,4300,1,-1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
504,17,1595.6760000000006,1701.513,105.83699999999929,18550,1200,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,0,1
505,18,1701.513,1857.759,156.2460000000001,21150,14800,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,6,9,1,0,1
506,19,1857.759,1914.877,57.11800000000017,21800,2350,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,1
507,20,1914.877,2000.1,85.22299999999973,31100,20150,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,9,5,5,1,0,1
508,21,2000.1,2089.813,89.71300000000019,31500,13900,1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16,8,4,-1,0,1
509,22,2089.813,2157.535,67.72199999999975,27100,22350,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,2,5,-1,1,0
510,23,2157.535,2256.913,99.37800000000016,10650,25500,1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,4,5,-1,1,0
511,24,2256.913,2331.657,74.74400000000014,16500,17550,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,6,3,1,1,0
512,25,2331.657,2419.133,87.47599999999966,27700,16400,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,5,4,-1,0,1
513,1,132.1938,582.9051,450.7113,4400,4550,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,6,3,-1,0,0
514,2,582.9051,742.7744,159.8693000000001,4400,17600,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,-1,1,0
515,3,742.7744,832.5159,89.74149999999996,1000,18400,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,-1,1,0
516,4,832.5159,978.1874,145.67150000000004,27250,25400,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,3,10,5,1,1,0
517,5,978.1874,1060.055,81.86760000000005,28150,25750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,6,5,-1,0,1
518,6,1060.055,1150.861,90.80600000000004,14750,27450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,1,2,5,1,1,0
519,7,1150.861,1256.679,105.81799999999977,29850,15750,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,6,3,-1,0,1
520,8,1256.679,1333.491,76.81200000000013,6250,25300,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,10,1,-1,1,0
521,9,1333.491,1385.2879999999998,51.7969999999998,2850,25200,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,2,1,-1,1,0
522,10,1385.2879999999998,1438.056,52.76800000000026,26450,26500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,10,5,1,1,0
523,11,1438.056,1502.517,64.46100000000001,30600,22250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,11,0,4,1,0,1
524,12,1502.517,1624.927,122.41000000000008,30500,17800,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,5,8,8,1,0,1
525,13,1624.927,1689.263,64.33599999999979,31800,22000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,9,5,2,1,0,1
526,14,1689.263,1766.592,77.32900000000019,33050,5750,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9,2,6,1,0,1
527,15,1766.592,1903.356,136.7639999999999,33600,26750,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,7,6,-1,0,1
528,17,2018.096,2095.221,77.125,18200,1600,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,1,1,0
529,18,2095.221,2218.446,123.22499999999992,21400,21750,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,13,2,9,-1,0,1
530,19,2218.446,2299.014,80.5680000000002,20850,20950,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,3,5,1,1,0
531,20,2299.014,2368.719,69.70499999999993,30350,6650,1,-1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,1,5,-1,0,1
532,21,2368.719,2482.458,113.73900000000003,20350,21650,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,3,3,-1,1,0
533,22,2482.458,2548.813,66.35500000000002,2750,21200,1,-1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,3,2,-1,1,0
534,23,2548.813,2627.0959999999995,78.28299999999946,21750,24650,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,6,3,1,1,0
535,24,2627.0959999999995,2703.986,76.89000000000033,27750,22450,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,5,4,9,1,0,1
536,25,2703.986,2805.468,101.48199999999996,27700,3200,1,-1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,1,11,1,0,1
537,26,2805.468,2881.825,76.35699999999997,30150,23800,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,6,4,-1,0,1
538,27,2881.825,3002.999000000001,121.17400000000133,24900,25300,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,3,5,1,1,0
539,28,3002.999000000001,3076.164,73.16499999999904,28500,24000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,6,5,1,0,1
540,1,131.4234,195.6167,64.19330000000002,4350,2950,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,0,0
