,round,start_seconds,end_seconds,round_duration,ct_eq_val,t_eq_val,is_bomb_planted,bomb_site,past_halftime,de_overpass,de_cache,de_mirage,de_inferno,de_train,de_dust2,de_cbble,de_nuke,PISTOL_ROUND,ECO,SEMI_ECO,NORMAL,FORCE_BUY,t_lethal_nades_eff,ct_lethal_nades_eff,t_util_nades_eff,ct_util_nades_eff,winner_side_class,terrorist_win,counterterrorist_win
173,25,2640.9770000000008,2718.228,77.2509999999993,31650,16800,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,1,1,0,1
174,26,2718.228,2800.116,81.88799999999992,26500,19650,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6,4,4,-1,0,1
175,27,2800.116,2890.824,90.70800000000007,20850,24700,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,10,3,-1,1,0
176,28,2890.824,2983.193,92.3689999999997,17500,24200,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,2,6,3,1,1,0
177,29,2983.193,3102.477000000001,119.28400000000148,23150,18300,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,7,9,1,0,1
178,1,131.28,232.9606,101.6806,4400,3450,1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,-1,0,0
179,2,232.9606,321.6494,88.68880000000001,5000,18100,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-1,1,0
180,3,321.6494,379.0326,57.38319999999999,1900,19400,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,2,1,-1,1,0
181,4,379.0326,486.3638,107.33120000000002,25250,22600,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,2,12,6,1,1,0
182,5,486.3638,555.6588,69.29500000000002,29150,24950,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,6,6,-1,0,1
183,6,555.6588,633.5002,77.84139999999991,7000,27350,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,10,2,-1,1,0
184,7,633.5002,712.7033,79.20310000000006,5500,22650,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,1,6,3,1,1,0
185,8,712.7033,806.1818,93.47849999999994,33700,17300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,17,8,9,1,0,1
186,9,806.1818,915.2505,109.06870000000004,33600,6600,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,4,7,1,0,1
187,10,915.2505,974.653,59.40250000000003,33500,5300,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,4,5,-1,0,1
188,11,974.653,1075.77,101.11699999999996,30150,30550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,8,5,9,1,1,0
189,12,1075.77,1161.923,86.15300000000002,28800,21600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,12,10,7,1,0,1
190,13,1161.923,1215.581,53.658000000000136,29000,7300,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,20,2,4,-1,0,1
191,14,1215.581,1278.396,62.81499999999983,14950,27750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,1,7,6,-1,1,0
192,15,1278.396,1377.979,99.58300000000007,18950,28750,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,5,9,6,-1,1,0
193,16,1412.1329999999994,1469.814,57.681000000000495,4300,4300,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
194,17,1469.814,1533.63,63.81600000000026,15650,6050,1,-1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,4,1,0,1
195,18,1533.63,1617.467,83.83699999999997,20150,2400,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,2,5,-1,0,1
196,19,1617.467,1719.9920000000006,102.52500000000056,17200,26200,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,8,4,-1,1,0
197,20,1719.9920000000006,1787.2520000000006,67.25999999999999,8500,27150,1,-1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,8,1,-1,1,0
198,21,1787.2520000000006,1874.736,87.48399999999947,16150,27350,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,8,3,1,1,0
199,22,1874.736,2017.756,143.01999999999995,21000,16300,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,8,7,7,1,0,1
200,23,2017.756,2161.026,143.26999999999975,26550,22600,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,8,10,8,7,-1,0,1
201,24,2161.026,2273.82,112.79400000000031,16400,22900,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,12,8,3,-1,1,0
202,25,2273.82,2375.422,101.60199999999986,9750,25950,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,9,4,-1,1,0
203,26,2375.422,2541.624,166.20199999999974,11700,27250,1,-1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,1,8,2,-1,1,0
204,27,2541.624,2598.052,56.428000000000345,24750,23750,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,6,6,1,1,0
205,28,2598.052,2702.08,104.02799999999979,30300,15350,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,8,6,6,1,0,1
206,29,2702.08,2767.1490000000013,65.06900000000131,31350,14300,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,10,5,7,1,0,1
207,1,131.9474,217.9103,85.96290000000002,3600,4300,1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,0
208,2,217.9103,339.0967,121.1864,5850,12700,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,-1,1,0
209,3,339.0967,405.4928,66.39609999999999,1200,18050,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,2,1,-1,1,0
210,4,405.4928,530.7302,125.23739999999998,25150,25250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,7,5,1,1,0
211,5,530.7302,631.5051,100.7749,18050,20450,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,3,4,-1,0,1
212,6,631.5051,733.4218,101.9167,1200,24200,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,4,0,-1,1,0
213,7,733.4218,845.8962,112.47440000000006,4300,30450,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,7,3,-1,1,0
214,8,845.8962,949.1268,103.23059999999998,24100,26100,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,7,1,-1,1,0
215,9,949.1268,1049.292,100.16519999999993,3650,35350,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,6,1,1,1,0
216,10,1049.292,1155.51,106.21800000000007,33150,25450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,4,1,0,1
217,11,1155.51,1284.955,129.44499999999994,35250,13050,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,1,6,1,0,1
218,12,1284.955,1430.823,145.86799999999994,33450,10750,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,2,8,1,0,1
219,13,1430.823,1494.966,64.14300000000026,28800,23350,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,3,7,1,0,1
220,14,1494.966,1553.714,58.74799999999982,32900,11400,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,2,1,0,1
221,15,1553.714,1624.771,71.05700000000002,34300,20900,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,5,5,5,-1,0,1
222,17,1726.484,1784.465,57.981,6500,16750,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,-1,1,0
223,18,1784.465,1854.912,70.44700000000013,1600,21650,1,-1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,6,0,-1,1,0
224,19,1854.912,1987.595,132.683,22650,29300,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,2,9,2,1,1,0
225,20,1987.595,2075.763,88.16799999999988,23350,8550,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,6,7,1,0,1
226,21,2075.763,2155.955,80.19200000000002,27250,3250,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,1
227,22,2155.955,2242.699,86.74400000000013,31050,23050,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,18,6,7,1,0,1
228,23,2242.699,2298.256,55.55699999999979,30050,5000,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,4,1,0,1
229,24,2298.256,2419.458,121.20200000000023,26550,26400,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5,3,8,1,0,1
230,25,2419.458,2474.953,55.4949999999999,33800,11450,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,3,4,1,0,1
231,26,2474.953,2547.621,72.66800000000012,26450,23600,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,6,3,-1,0,1
232,27,2547.621,2659.36,111.73900000000003,21950,21800,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,2,6,6,-1,1,0
233,28,2659.36,2802.96,143.5999999999999,17750,22750,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,6,2,1,1,0
234,1,127.7671,218.8014,91.0343,4450,3550,1,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,-1,0,0
235,2,218.8014,290.0456,71.24419999999998,6250,14650,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1,-1,1,0
236,3,290.0456,338.8715,48.82590000000005,1000,18200,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,0,-1,1,0
237,4,338.8715,433.4258,94.55429999999996,24400,17000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,3,5,5,1,1,0
238,5,433.4258,548.8495,115.42370000000004,27150,27350,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,6,8,8,-1,0,1
239,6,548.8495,641.2917,92.44219999999996,15650,27350,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,2,9,0,-1,1,0
240,7,641.2917,768.0889,126.79719999999998,19250,29600,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,4,9,4,1,1,0
241,8,768.0889,844.7461,76.65719999999997,22500,30000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,4,8,-1,0,1
242,9,844.7461,915.3958,70.64970000000005,4300,25350,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,5,7,0,-1,1,0
243,10,915.3958,1018.257,102.86119999999994,2750,27550,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,2,7,0,-1,1,0
244,11,1018.257,1161.997,143.74000000000012,28800,23650,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,6,9,10,-1,1,0
245,12,1161.997,1230.863,68.86599999999999,26350,27950,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,5,7,5,1,1,0
246,13,1230.863,1324.635,93.77199999999992,25900,22650,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,5,6,1,0,1
247,14,1324.635,1411.68,87.04500000000006,29000,16950,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,13,4,7,1,0,1
248,15,1411.68,1502.6989999999994,91.01899999999931,34100,17800,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,5,7,-1,0,1
249,16,1536.851,1624.631,87.77999999999996,4050,4300,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
250,17,1624.631,1680.497,55.86599999999999,18700,1100,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
251,18,1680.497,1774.034,93.5369999999998,24200,18600,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2,10,6,-1,0,1
252,19,1774.034,1830.494,56.460000000000036,5050,22600,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5,2,6,0,-1,1,0
253,20,1830.494,1970.01,139.51600000000008,22850,23900,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5,2,9,8,1,1,0
254,21,1970.01,2122.574,152.5640000000001,25100,27150,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,7,4,7,3,-1,0,1
255,22,2122.574,2234.18,111.60599999999977,9750,25750,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6,1,7,1,-1,1,0
256,23,2234.18,2344.222,110.04200000000036,16800,26200,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,7,2,7,3,-1,1,0
257,24,2344.222,2440.012,95.78999999999996,27400,23750,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6,6,11,3,1,1,0
258,25,2440.012,2553.7,113.68799999999963,26300,27050,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,7,3,9,2,-1,0,1
259,26,2553.7,2667.293,113.59299999999985,22000,27550,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,11,7,10,5,-1,1,0
260,27,2667.293,2737.395,70.10200000000033,1800,22650,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,7,1,6,0,-1,1,0
261,28,2737.395,2855.51,118.11500000000022,23950,27750,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,9,3,8,6,-1,1,0
262,29,2855.51,2942.117,86.60699999999996,21950,27650,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,8,1,6,5,-1,1,0
263,30,2942.117,3028.552,86.43499999999996,20000,25600,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,10,5,6,3,-1,1,0
264,1,131.4504,194.79,63.33959999999999,4250,3450,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-1,0,0
265,2,194.79,299.3809,104.5909,5300,15450,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,1,1,1,0
266,3,299.3809,433.5376,134.1567,20750,4850,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,1
267,4,433.5376,525.9580000000002,92.42040000000021,22150,17700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2,5,1,0,1
268,5,525.9580000000002,600.4669,74.50889999999981,21400,7500,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,0,5,1,0,1
269,6,600.4669,658.7381,58.27120000000002,29100,21250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,7,6,3,1,0,1
270,7,658.7381,740.9591,82.221,25100,13300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14,1,5,1,0,1
271,8,740.9591,822.7421,81.78300000000002,25900,18300,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14,3,6,-1,0,1
272,9,822.7421,908.7802,86.03809999999999,24300,22800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,3,1,-1,1,0
273,10,908.7802,1015.373,106.5928,3200,18600,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,3,0,-1,1,0
274,11,1015.373,1104.822,89.44899999999984,17450,23700,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,1,0
275,12,1104.822,1202.78,97.95800000000007,19750,11800,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3,4,1,0,1
276,13,1202.78,1400.98,198.20000000000005,21600,23600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,9,12,7,1,0,1
277,14,1400.98,1487.221,86.24099999999999,24000,12850,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,2,-1,0,1
278,15,1521.371,1632.375,111.0039999999999,4300,3700,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
279,16,1632.375,1693.447,61.072000000000116,18550,6100,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,1
280,17,1693.447,1748.73,55.282999999999895,17200,3000,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,1,3,1,0,1
281,18,1748.73,1816.231,67.50099999999998,26600,15700,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,3,-1,0,1
282,19,1816.231,1907.478,91.24699999999984,14500,24650,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,2,-1,1,0
283,20,1907.478,1962.292,54.81400000000031,16200,22200,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,7,3,-1,1,0
284,21,1962.292,2016.699,54.406999999999705,10850,18700,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,5,3,1,1,0
285,22,2016.699,2078.2870000000007,61.58800000000089,22250,12000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,3,3,1,0,1
286,23,2078.2870000000007,2137.715,59.42799999999943,26150,6450,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,1,3,1,0,1
287,24,2137.715,2232.686,94.971,25750,20500,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,4,3,1,0,1
288,25,2232.686,2313.483,80.79699999999956,30300,20400,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,4,3,6,-1,0,1
289,26,2313.483,2393.264,79.7810000000004,22900,13300,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,6,-1,1,0
290,27,2393.264,2467.804,74.53999999999995,13350,25750,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,5,3,1,1,0
291,28,2467.804,2540.389,72.58500000000005,25700,19600,1,-1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,7,1,-1,0,1
292,1,131.6133,196.2378,64.62449999999998,3250,3650,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,-1,0,0
293,2,196.2378,270.9152,74.67740000000003,3150,13050,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,1,0
294,3,270.9152,328.5558,57.64059999999995,1600,22900,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5,2,-1,1,0
295,4,328.5558,399.4751,70.91930000000002,26050,26450,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8,5,1,1,0
296,5,399.4751,486.0063,86.53120000000001,30500,21500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,7,5,1,0,1
297,6,486.0063,561.9365,75.93020000000001,26550,2700,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,1,3,1,0,1
298,7,561.9365,617.3378,55.40129999999999,29850,6250,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,5,1,0,1
299,8,617.3378,709.7255,92.3877,31750,23950,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,13,6,5,1,0,1
300,9,709.7255,777.4661,67.74059999999997,33900,18300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,5,5,1,0,1
301,10,777.4661,823.3624,45.8963,33600,3800,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,2,1,0,1
302,11,823.3624,913.323,89.9606,34000,26100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,8,6,1,0,1
303,12,913.323,1005.773,92.45000000000003,33400,18200,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25,7,5,1,0,1
304,13,1005.773,1060.47,54.696999999999996,33500,26500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,7,4,6,1,0,1
305,14,1060.47,1137.622,77.15200000000004,34000,18300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,8,6,4,-1,0,1
306,15,1137.622,1260.341,122.71900000000004,27050,25550,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,8,6,6,-1,1,0
307,16,1295.526,1354.059,58.532999999999895,3600,4250,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,1,1,1,0
308,17,1354.059,1438.195,84.13599999999997,16300,6400,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
309,18,1438.195,1545.13,106.93500000000016,25900,1800,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,1,1,0,1
310,19,1545.13,1628.0120000000006,82.88200000000052,27900,26250,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,5,3,1,0,1
311,20,1628.0120000000006,1697.616,69.60399999999936,30200,21750,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,5,2,-1,0,1
312,21,1697.616,1757.7779999999998,60.16199999999981,4400,24400,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,0,-1,1,0
313,22,1757.7779999999998,1861.424,103.64600000000021,21900,23900,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,6,2,-1,1,0
314,23,1861.424,1971.037,109.61300000000006,2400,30000,1,-1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,9,4,1,1,1,0
315,24,1971.037,2108.303,137.26599999999985,31900,26950,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,5,6,3,1,0,1
316,25,2108.303,2187.5370000000007,79.23400000000083,29250,3250,1,-1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,8,8,2,5,1,0,1
317,26,2187.5370000000007,2247.95,60.4129999999991,31800,27750,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,4,5,5,-1,0,1
318,27,2247.95,2332.492,84.54200000000037,11500,28300,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,5,1,-1,1,0
319,28,2332.492,2450.733,118.24099999999952,12550,28700,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,4,3,1,1,0
320,29,2450.733,2540.036,89.30300000000034,24050,7750,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,3,1,0,1
321,30,2540.036,2661.768,121.73199999999996,29050,18850,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,6,10,1,0,1
322,1,131.95600000000002,189.2798,57.323799999999984,4200,4250,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,0,0
323,2,189.2798,316.5254,127.2456,7450,18850,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,2,3,-1,1,0
324,3,316.5254,366.7131,50.18770000000001,6400,23150,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,3,0,-1,1,0
325,4,366.7131,487.1981,120.485,21750,24550,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,6,3,-1,1,0
326,5,487.1981,578.5438,91.34570000000002,3650,25600,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,3,9,0,1,1,0
327,6,578.5438,644.4592,65.91539999999998,29300,24300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,6,1,0,1
328,7,644.4592,702.8159,58.356700000000046,29950,5000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,5,1,0,1
329,8,702.8159,765.8674,63.051499999999926,32650,18350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,13,3,4,1,0,1
330,9,765.8674,811.1725,45.30510000000004,34000,4750,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,5,1,1,0,1
331,10,811.1725,896.0081,84.8356,34000,25000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,4,6,-1,0,1
332,11,896.0081,988.1207,92.11260000000004,32150,26600,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,9,3,4,-1,1,0
333,12,988.1207,1064.083,75.96230000000003,29450,22750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,7,6,5,-1,1,0
334,13,1064.083,1173.316,109.23299999999996,4200,27650,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,2,3,0,-1,1,0
335,14,1173.316,1271.266,97.95000000000003,27700,17950,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,3,5,-1,1,0
336,15,1271.266,1388.9489999999994,117.68299999999931,18100,27650,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,6,10,1,1,0
337,16,1424.129,1467.15,43.02100000000019,4250,4250,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,1
338,17,1467.15,1558.01,90.8599999999999,19750,6350,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,3,1,0,1
339,18,1558.01,1628.182,70.17200000000003,21750,1200,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,4,1,0,1
340,19,1628.182,1699.0120000000006,70.83000000000061,24350,23300,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,3,-1,0,1
341,20,1699.0120000000006,1805.647,106.63499999999954,5450,25550,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6,5,4,1,-1,1,0
342,21,1805.647,1916.304,110.6569999999997,18150,26650,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,7,11,7,5,1,1,0
343,22,1916.304,1983.518,67.21399999999993,25850,16800,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,2,4,1,0,1
344,23,1983.518,2086.726,103.20800000000031,28850,8800,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,7,3,4,1,0,1
345,24,2086.726,2182.657,95.93100000000004,25400,19400,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7,4,1,-1,0,1
346,25,2182.657,2255.693,73.03599999999959,7200,26100,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,16,5,2,-1,1,0
347,26,2255.693,2300.012,44.31900000000041,2700,24900,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,1,0,-1,1,0
348,27,2300.012,2368.604,68.59199999999964,8050,26300,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5,13,5,1,1,1,0
349,2,202.6834,272.2155,69.53210000000001,1800,14900,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,-1,0,1
350,3,272.2155,355.1848,82.96929999999998,5350,20900,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,2,4,2,-1,1,0
351,4,355.1848,460.3042,105.11939999999998,19750,25450,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,2,11,2,-1,1,0
352,5,460.3042,557.2425,96.93829999999996,2250,23150,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,3,0,-1,1,0
353,6,557.2425,672.8738,115.6313,28700,28200,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,1,6,3,-1,1,0
354,7,672.8738,776.5073,103.63350000000004,22500,30650,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,6,5,6,-1,1,0
355,8,776.5073,833.9006,57.39330000000007,7550,30350,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,2,3,1,1,0
356,9,833.9006,904.5433,70.64269999999998,29500,24550,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,14,4,4,-1,0,1
